na_handling_setting_name,min_similarity_threshold,algorithm_name,run_id,cluster,fid
dropna,0.5,dominant,0,5,1
dropna,0.5,dominant,0,6,3
dropna,0.5,dominant,0,15,1
dropna,0.5,dominant,0,17,1
dropna,0.5,dominant,0,20,1
dropna,0.5,dominant,0,22,1
dropna,0.5,dominant,1,2,1
dropna,0.5,dominant,1,4,2
dropna,0.5,dominant,1,6,2
dropna,0.5,dominant,1,14,1
dropna,0.5,dominant,1,17,2
dropna,0.5,dominant,1,20,1
dropna,0.5,dominant,2,4,1
dropna,0.5,dominant,2,5,2
dropna,0.5,dominant,2,6,1
dropna,0.5,dominant,2,15,2
dropna,0.5,dominant,2,17,1
dropna,0.5,dominant,2,18,1
dropna,0.5,dominant,3,4,2
dropna,0.5,dominant,3,5,1
dropna,0.5,dominant,3,6,1
dropna,0.5,dominant,3,10,1
dropna,0.5,dominant,3,13,1
dropna,0.5,dominant,3,14,1
dropna,0.5,dominant,3,17,1
dropna,0.5,dominant,3,20,1
dropna,0.5,dominant,4,2,2
dropna,0.5,dominant,4,4,2
dropna,0.5,dominant,4,5,1
dropna,0.5,dominant,4,6,4
dropna,0.5,dominant,4,15,1
dropna,0.5,dominant,5,4,1
dropna,0.5,dominant,5,5,2
dropna,0.5,dominant,5,6,3
dropna,0.5,dominant,5,11,1
dropna,0.5,dominant,5,14,1
dropna,0.5,dominant,5,15,1
dropna,0.5,dominant,5,23,1
dropna,0.5,dominant,6,4,2
dropna,0.5,dominant,6,5,1
dropna,0.5,dominant,6,6,1
dropna,0.5,dominant,6,11,1
dropna,0.5,dominant,6,12,1
dropna,0.5,dominant,6,14,1
dropna,0.5,dominant,6,15,1
dropna,0.5,dominant,6,19,1
dropna,0.5,dominant,7,5,2
dropna,0.5,dominant,7,6,3
dropna,0.5,dominant,7,11,1
dropna,0.5,dominant,7,17,1
dropna,0.5,dominant,7,21,1
dropna,0.5,dominant,8,4,1
dropna,0.5,dominant,8,5,2
dropna,0.5,dominant,8,6,1
dropna,0.5,dominant,8,8,1
dropna,0.5,dominant,8,12,1
dropna,0.5,dominant,8,14,1
dropna,0.5,dominant,8,15,2
dropna,0.5,dominant,8,20,1
dropna,0.5,dominant,9,2,1
dropna,0.5,dominant,9,4,1
dropna,0.5,dominant,9,6,5
dropna,0.5,dominant,9,11,1
dropna,0.5,dominant,9,17,1
dropna,0.5,dominant,10,2,1
dropna,0.5,dominant,10,3,1
dropna,0.5,dominant,10,6,4
dropna,0.5,dominant,10,15,2
dropna,0.5,dominant,11,4,3
dropna,0.5,dominant,11,5,1
dropna,0.5,dominant,11,6,1
dropna,0.5,dominant,11,11,1
dropna,0.5,dominant,11,14,1
dropna,0.5,dominant,11,17,1
dropna,0.5,dominant,11,21,1
dropna,0.5,dominant,12,4,1
dropna,0.5,dominant,12,5,2
dropna,0.5,dominant,12,6,2
dropna,0.5,dominant,12,9,1
dropna,0.5,dominant,12,13,1
dropna,0.5,dominant,12,14,1
dropna,0.5,dominant,12,15,1
dropna,0.5,dominant,12,20,1
dropna,0.5,dominant,13,1,1
dropna,0.5,dominant,13,4,1
dropna,0.5,dominant,13,5,1
dropna,0.5,dominant,13,6,4
dropna,0.5,dominant,13,17,1
dropna,0.5,dominant,14,4,2
dropna,0.5,dominant,14,5,1
dropna,0.5,dominant,14,6,1
dropna,0.5,dominant,14,9,1
dropna,0.5,dominant,14,15,1
dropna,0.5,dominant,14,17,1
dropna,0.5,dominant,14,22,1
dropna,0.5,dominant,15,4,1
dropna,0.5,dominant,15,5,1
dropna,0.5,dominant,15,6,3
dropna,0.5,dominant,15,11,1
dropna,0.5,dominant,15,17,1
dropna,0.5,dominant,15,21,1
dropna,0.5,dominant,15,22,1
dropna,0.5,dominant,16,2,1
dropna,0.5,dominant,16,3,1
dropna,0.5,dominant,16,4,2
dropna,0.5,dominant,16,6,3
dropna,0.5,dominant,16,8,1
dropna,0.5,dominant,16,15,1
dropna,0.5,dominant,17,6,5
dropna,0.5,dominant,17,15,2
dropna,0.5,dominant,17,19,1
dropna,0.5,dominant,18,2,2
dropna,0.5,dominant,18,4,1
dropna,0.5,dominant,18,5,1
dropna,0.5,dominant,18,6,4
dropna,0.5,dominant,18,12,1
dropna,0.5,dominant,18,15,1
dropna,0.5,dominant,19,1,1
dropna,0.5,dominant,19,2,1
dropna,0.5,dominant,19,5,1
dropna,0.5,dominant,19,6,4
dropna,0.5,dominant,19,11,1
dropna,0.5,dominant,19,13,1
dropna,0.5,dominant,19,15,1
dropna,0.5,dominant,20,5,2
dropna,0.5,dominant,20,6,3
dropna,0.5,dominant,20,13,1
dropna,0.5,dominant,20,14,1
dropna,0.5,dominant,20,15,1
dropna,0.5,dominant,21,4,1
dropna,0.5,dominant,21,5,2
dropna,0.5,dominant,21,6,2
dropna,0.5,dominant,21,11,1
dropna,0.5,dominant,21,13,1
dropna,0.5,dominant,21,17,1
dropna,0.5,dominant,21,22,1
dropna,0.5,dominant,22,3,1
dropna,0.5,dominant,22,4,1
dropna,0.5,dominant,22,5,1
dropna,0.5,dominant,22,6,3
dropna,0.5,dominant,22,17,1
dropna,0.5,dominant,23,5,1
dropna,0.5,dominant,23,6,3
dropna,0.5,dominant,23,11,1
dropna,0.5,dominant,23,12,1
dropna,0.5,dominant,23,16,1
dropna,0.5,dominant,23,17,1
dropna,0.5,dominant,24,4,1
dropna,0.5,dominant,24,5,2
dropna,0.5,dominant,24,6,2
dropna,0.5,dominant,24,11,1
dropna,0.5,dominant,24,17,1
dropna,0.5,dominant,24,19,1
dropna,0.5,dominant,24,22,1
dropna,0.5,dominant,25,4,1
dropna,0.5,dominant,25,5,1
dropna,0.5,dominant,25,6,4
dropna,0.5,dominant,25,8,1
dropna,0.5,dominant,25,9,1
dropna,0.5,dominant,25,15,1
dropna,0.5,dominant,26,5,1
dropna,0.5,dominant,26,6,5
dropna,0.5,dominant,26,12,1
dropna,0.5,dominant,26,15,1
dropna,0.5,dominant,26,20,1
dropna,0.5,dominant,27,4,1
dropna,0.5,dominant,27,5,1
dropna,0.5,dominant,27,6,2
dropna,0.5,dominant,27,15,1
dropna,0.5,dominant,27,17,2
dropna,0.5,dominant,27,19,1
dropna,0.5,dominant,28,4,1
dropna,0.5,dominant,28,6,4
dropna,0.5,dominant,28,9,1
dropna,0.5,dominant,28,15,1
dropna,0.5,dominant,28,23,1
dropna,0.5,dominant,29,4,3
dropna,0.5,dominant,29,6,3
dropna,0.5,dominant,29,12,1
dropna,0.5,dominant,29,17,1
dropna,0.5,mis,0,2,1
dropna,0.5,mis,0,5,2
dropna,0.5,mis,0,6,2
dropna,0.5,mis,0,12,1
dropna,0.5,mis,0,14,1
dropna,0.5,mis,0,15,2
dropna,0.5,mis,1,4,1
dropna,0.5,mis,1,6,3
dropna,0.5,mis,1,14,1
dropna,0.5,mis,1,15,2
dropna,0.5,mis,1,22,2
dropna,0.5,mis,2,3,1
dropna,0.5,mis,2,4,1
dropna,0.5,mis,2,5,1
dropna,0.5,mis,2,6,2
dropna,0.5,mis,2,9,1
dropna,0.5,mis,2,15,1
dropna,0.5,mis,2,17,1
dropna,0.5,mis,3,4,1
dropna,0.5,mis,3,6,3
dropna,0.5,mis,3,13,1
dropna,0.5,mis,3,14,1
dropna,0.5,mis,3,15,2
dropna,0.5,mis,3,19,1
dropna,0.5,mis,4,2,1
dropna,0.5,mis,4,6,4
dropna,0.5,mis,4,14,1
dropna,0.5,mis,4,17,1
dropna,0.5,mis,4,20,1
dropna,0.5,mis,5,4,1
dropna,0.5,mis,5,6,3
dropna,0.5,mis,5,15,2
dropna,0.5,mis,5,19,1
dropna,0.5,mis,5,22,1
dropna,0.5,mis,6,2,1
dropna,0.5,mis,6,5,1
dropna,0.5,mis,6,6,2
dropna,0.5,mis,6,11,1
dropna,0.5,mis,6,13,1
dropna,0.5,mis,6,14,1
dropna,0.5,mis,6,15,1
dropna,0.5,mis,7,4,2
dropna,0.5,mis,7,5,1
dropna,0.5,mis,7,6,2
dropna,0.5,mis,7,14,1
dropna,0.5,mis,7,15,2
dropna,0.5,mis,7,20,1
dropna,0.5,mis,8,3,1
dropna,0.5,mis,8,4,1
dropna,0.5,mis,8,5,1
dropna,0.5,mis,8,6,3
dropna,0.5,mis,8,15,1
dropna,0.5,mis,8,17,1
dropna,0.5,mis,8,22,1
dropna,0.5,mis,9,4,1
dropna,0.5,mis,9,6,2
dropna,0.5,mis,9,14,1
dropna,0.5,mis,9,15,2
dropna,0.5,mis,9,21,1
dropna,0.5,mis,9,22,1
dropna,0.5,mis,10,2,1
dropna,0.5,mis,10,4,2
dropna,0.5,mis,10,5,1
dropna,0.5,mis,10,6,3
dropna,0.5,mis,10,14,1
dropna,0.5,mis,10,15,2
dropna,0.5,mis,11,6,4
dropna,0.5,mis,11,10,1
dropna,0.5,mis,11,13,1
dropna,0.5,mis,11,14,1
dropna,0.5,mis,11,15,1
dropna,0.5,mis,11,17,1
dropna,0.5,mis,12,2,1
dropna,0.5,mis,12,4,1
dropna,0.5,mis,12,6,3
dropna,0.5,mis,12,9,1
dropna,0.5,mis,12,14,1
dropna,0.5,mis,12,15,2
dropna,0.5,mis,13,2,1
dropna,0.5,mis,13,4,2
dropna,0.5,mis,13,5,1
dropna,0.5,mis,13,6,3
dropna,0.5,mis,13,9,1
dropna,0.5,mis,13,11,1
dropna,0.5,mis,14,3,1
dropna,0.5,mis,14,4,1
dropna,0.5,mis,14,5,1
dropna,0.5,mis,14,6,2
dropna,0.5,mis,14,11,1
dropna,0.5,mis,14,14,1
dropna,0.5,mis,14,15,1
dropna,0.5,mis,14,18,1
dropna,0.5,mis,15,4,2
dropna,0.5,mis,15,5,1
dropna,0.5,mis,15,6,1
dropna,0.5,mis,15,14,1
dropna,0.5,mis,15,15,1
dropna,0.5,mis,15,17,2
dropna,0.5,mis,15,22,1
dropna,0.5,mis,16,4,2
dropna,0.5,mis,16,6,3
dropna,0.5,mis,16,14,1
dropna,0.5,mis,16,17,1
dropna,0.5,mis,16,23,1
dropna,0.5,mis,17,5,1
dropna,0.5,mis,17,6,5
dropna,0.5,mis,17,11,1
dropna,0.5,mis,17,15,1
dropna,0.5,mis,18,3,1
dropna,0.5,mis,18,5,1
dropna,0.5,mis,18,6,2
dropna,0.5,mis,18,14,1
dropna,0.5,mis,18,15,2
dropna,0.5,mis,18,17,1
dropna,0.5,mis,19,4,1
dropna,0.5,mis,19,5,1
dropna,0.5,mis,19,6,2
dropna,0.5,mis,19,11,1
dropna,0.5,mis,19,12,1
dropna,0.5,mis,19,14,1
dropna,0.5,mis,19,17,1
dropna,0.5,mis,19,23,1
dropna,0.5,mis,20,6,5
dropna,0.5,mis,20,14,1
dropna,0.5,mis,20,15,1
dropna,0.5,mis,20,20,1
dropna,0.5,mis,20,22,1
dropna,0.5,mis,21,3,1
dropna,0.5,mis,21,4,1
dropna,0.5,mis,21,5,1
dropna,0.5,mis,21,6,2
dropna,0.5,mis,21,12,1
dropna,0.5,mis,21,14,1
dropna,0.5,mis,21,15,1
dropna,0.5,mis,22,2,1
dropna,0.5,mis,22,6,5
dropna,0.5,mis,22,11,1
dropna,0.5,mis,22,13,1
dropna,0.5,mis,22,15,1
dropna,0.5,mis,23,2,1
dropna,0.5,mis,23,3,1
dropna,0.5,mis,23,4,1
dropna,0.5,mis,23,5,1
dropna,0.5,mis,23,6,3
dropna,0.5,mis,23,11,1
dropna,0.5,mis,23,13,1
dropna,0.5,mis,23,15,1
dropna,0.5,mis,24,4,1
dropna,0.5,mis,24,6,3
dropna,0.5,mis,24,12,1
dropna,0.5,mis,24,14,1
dropna,0.5,mis,24,15,1
dropna,0.5,mis,24,17,1
dropna,0.5,mis,24,23,1
dropna,0.5,mis,25,4,1
dropna,0.5,mis,25,6,3
dropna,0.5,mis,25,12,1
dropna,0.5,mis,25,14,1
dropna,0.5,mis,25,15,2
dropna,0.5,mis,25,23,1
dropna,0.5,mis,26,2,1
dropna,0.5,mis,26,6,3
dropna,0.5,mis,26,11,1
dropna,0.5,mis,26,12,1
dropna,0.5,mis,26,13,1
dropna,0.5,mis,26,15,1
dropna,0.5,mis,27,2,1
dropna,0.5,mis,27,4,1
dropna,0.5,mis,27,5,1
dropna,0.5,mis,27,6,4
dropna,0.5,mis,27,11,1
dropna,0.5,mis,27,15,1
dropna,0.5,mis,27,19,1
dropna,0.5,mis,28,4,1
dropna,0.5,mis,28,5,1
dropna,0.5,mis,28,6,4
dropna,0.5,mis,28,12,1
dropna,0.5,mis,28,14,1
dropna,0.5,mis,28,15,2
dropna,0.5,mis,29,4,1
dropna,0.5,mis,29,5,1
dropna,0.5,mis,29,6,2
dropna,0.5,mis,29,9,1
dropna,0.5,mis,29,14,1
dropna,0.5,mis,29,15,1
dropna,0.5,mis,29,20,1
dropna,0.7,dominant,0,5,1
dropna,0.7,dominant,0,6,4
dropna,0.7,dominant,0,7,1
dropna,0.7,dominant,0,9,1
dropna,0.7,dominant,0,11,1
dropna,0.7,dominant,0,15,1
dropna,0.7,dominant,0,20,1
dropna,0.7,dominant,0,22,2
dropna,0.7,dominant,1,2,1
dropna,0.7,dominant,1,4,2
dropna,0.7,dominant,1,5,2
dropna,0.7,dominant,1,6,4
dropna,0.7,dominant,1,15,1
dropna,0.7,dominant,1,17,2
dropna,0.7,dominant,1,20,1
dropna,0.7,dominant,2,5,2
dropna,0.7,dominant,2,6,3
dropna,0.7,dominant,2,8,1
dropna,0.7,dominant,2,14,1
dropna,0.7,dominant,2,15,3
dropna,0.7,dominant,2,17,1
dropna,0.7,dominant,2,18,1
dropna,0.7,dominant,2,20,1
dropna,0.7,dominant,3,2,1
dropna,0.7,dominant,3,4,2
dropna,0.7,dominant,3,5,1
dropna,0.7,dominant,3,6,4
dropna,0.7,dominant,3,11,1
dropna,0.7,dominant,3,13,1
dropna,0.7,dominant,3,15,1
dropna,0.7,dominant,3,17,1
dropna,0.7,dominant,3,23,1
dropna,0.7,dominant,4,2,2
dropna,0.7,dominant,4,4,2
dropna,0.7,dominant,4,5,1
dropna,0.7,dominant,4,6,5
dropna,0.7,dominant,4,15,1
dropna,0.7,dominant,4,17,1
dropna,0.7,dominant,4,20,1
dropna,0.7,dominant,5,4,1
dropna,0.7,dominant,5,5,2
dropna,0.7,dominant,5,6,6
dropna,0.7,dominant,5,11,1
dropna,0.7,dominant,5,15,1
dropna,0.7,dominant,5,17,1
dropna,0.7,dominant,5,22,1
dropna,0.7,dominant,5,23,1
dropna,0.7,dominant,6,4,1
dropna,0.7,dominant,6,5,1
dropna,0.7,dominant,6,6,5
dropna,0.7,dominant,6,12,1
dropna,0.7,dominant,6,14,1
dropna,0.7,dominant,6,15,1
dropna,0.7,dominant,6,17,2
dropna,0.7,dominant,6,20,1
dropna,0.7,dominant,7,5,3
dropna,0.7,dominant,7,6,5
dropna,0.7,dominant,7,11,1
dropna,0.7,dominant,7,15,1
dropna,0.7,dominant,7,17,1
dropna,0.7,dominant,7,21,1
dropna,0.7,dominant,8,4,1
dropna,0.7,dominant,8,5,2
dropna,0.7,dominant,8,6,3
dropna,0.7,dominant,8,11,1
dropna,0.7,dominant,8,12,1
dropna,0.7,dominant,8,14,1
dropna,0.7,dominant,8,15,1
dropna,0.7,dominant,8,17,1
dropna,0.7,dominant,8,20,2
dropna,0.7,dominant,8,22,1
dropna,0.7,dominant,9,2,1
dropna,0.7,dominant,9,4,1
dropna,0.7,dominant,9,6,5
dropna,0.7,dominant,9,11,1
dropna,0.7,dominant,9,14,1
dropna,0.7,dominant,9,15,1
dropna,0.7,dominant,9,17,1
dropna,0.7,dominant,10,2,2
dropna,0.7,dominant,10,3,1
dropna,0.7,dominant,10,4,1
dropna,0.7,dominant,10,6,5
dropna,0.7,dominant,10,9,1
dropna,0.7,dominant,10,15,2
dropna,0.7,dominant,10,22,1
dropna,0.7,dominant,11,4,2
dropna,0.7,dominant,11,5,1
dropna,0.7,dominant,11,6,3
dropna,0.7,dominant,11,7,1
dropna,0.7,dominant,11,11,1
dropna,0.7,dominant,11,14,1
dropna,0.7,dominant,11,15,1
dropna,0.7,dominant,11,17,1
dropna,0.7,dominant,11,20,1
dropna,0.7,dominant,11,21,1
dropna,0.7,dominant,12,4,2
dropna,0.7,dominant,12,5,2
dropna,0.7,dominant,12,6,4
dropna,0.7,dominant,12,9,1
dropna,0.7,dominant,12,12,1
dropna,0.7,dominant,12,13,1
dropna,0.7,dominant,12,15,1
dropna,0.7,dominant,12,17,1
dropna,0.7,dominant,12,20,1
dropna,0.7,dominant,13,1,1
dropna,0.7,dominant,13,2,1
dropna,0.7,dominant,13,4,2
dropna,0.7,dominant,13,5,1
dropna,0.7,dominant,13,6,4
dropna,0.7,dominant,13,8,1
dropna,0.7,dominant,13,15,1
dropna,0.7,dominant,13,17,1
dropna,0.7,dominant,13,20,2
dropna,0.7,dominant,14,4,1
dropna,0.7,dominant,14,5,1
dropna,0.7,dominant,14,6,3
dropna,0.7,dominant,14,7,1
dropna,0.7,dominant,14,9,1
dropna,0.7,dominant,14,14,1
dropna,0.7,dominant,14,15,2
dropna,0.7,dominant,14,17,1
dropna,0.7,dominant,14,20,1
dropna,0.7,dominant,14,22,1
dropna,0.7,dominant,15,4,1
dropna,0.7,dominant,15,5,2
dropna,0.7,dominant,15,6,4
dropna,0.7,dominant,15,11,1
dropna,0.7,dominant,15,12,1
dropna,0.7,dominant,15,17,1
dropna,0.7,dominant,15,21,1
dropna,0.7,dominant,15,22,1
dropna,0.7,dominant,16,3,1
dropna,0.7,dominant,16,4,1
dropna,0.7,dominant,16,6,5
dropna,0.7,dominant,16,8,1
dropna,0.7,dominant,16,15,2
dropna,0.7,dominant,16,17,1
dropna,0.7,dominant,16,20,1
dropna,0.7,dominant,17,4,1
dropna,0.7,dominant,17,6,6
dropna,0.7,dominant,17,9,1
dropna,0.7,dominant,17,15,2
dropna,0.7,dominant,17,19,1
dropna,0.7,dominant,17,22,1
dropna,0.7,dominant,18,2,1
dropna,0.7,dominant,18,4,1
dropna,0.7,dominant,18,5,1
dropna,0.7,dominant,18,6,3
dropna,0.7,dominant,18,12,1
dropna,0.7,dominant,18,14,1
dropna,0.7,dominant,18,15,1
dropna,0.7,dominant,18,17,1
dropna,0.7,dominant,18,20,1
dropna,0.7,dominant,19,1,1
dropna,0.7,dominant,19,2,1
dropna,0.7,dominant,19,5,1
dropna,0.7,dominant,19,6,4
dropna,0.7,dominant,19,7,1
dropna,0.7,dominant,19,9,1
dropna,0.7,dominant,19,11,1
dropna,0.7,dominant,19,15,2
dropna,0.7,dominant,19,22,1
dropna,0.7,dominant,20,5,1
dropna,0.7,dominant,20,6,4
dropna,0.7,dominant,20,7,1
dropna,0.7,dominant,20,13,1
dropna,0.7,dominant,20,14,1
dropna,0.7,dominant,20,15,2
dropna,0.7,dominant,20,20,1
dropna,0.7,dominant,20,22,1
dropna,0.7,dominant,21,2,1
dropna,0.7,dominant,21,4,1
dropna,0.7,dominant,21,5,3
dropna,0.7,dominant,21,6,3
dropna,0.7,dominant,21,13,1
dropna,0.7,dominant,21,15,1
dropna,0.7,dominant,21,17,1
dropna,0.7,dominant,21,20,1
dropna,0.7,dominant,21,22,1
dropna,0.7,dominant,22,3,1
dropna,0.7,dominant,22,4,2
dropna,0.7,dominant,22,5,2
dropna,0.7,dominant,22,6,4
dropna,0.7,dominant,22,7,1
dropna,0.7,dominant,22,17,1
dropna,0.7,dominant,22,20,2
dropna,0.7,dominant,23,4,1
dropna,0.7,dominant,23,5,3
dropna,0.7,dominant,23,6,4
dropna,0.7,dominant,23,11,1
dropna,0.7,dominant,23,12,1
dropna,0.7,dominant,23,16,1
dropna,0.7,dominant,23,17,1
dropna,0.7,dominant,23,22,1
dropna,0.7,dominant,24,4,1
dropna,0.7,dominant,24,5,1
dropna,0.7,dominant,24,6,4
dropna,0.7,dominant,24,15,2
dropna,0.7,dominant,24,17,1
dropna,0.7,dominant,24,19,1
dropna,0.7,dominant,24,20,1
dropna,0.7,dominant,24,22,1
dropna,0.7,dominant,25,2,1
dropna,0.7,dominant,25,4,2
dropna,0.7,dominant,25,5,2
dropna,0.7,dominant,25,6,6
dropna,0.7,dominant,25,9,1
dropna,0.7,dominant,25,15,1
dropna,0.7,dominant,25,17,1
dropna,0.7,dominant,25,20,1
dropna,0.7,dominant,26,4,1
dropna,0.7,dominant,26,5,1
dropna,0.7,dominant,26,6,6
dropna,0.7,dominant,26,11,1
dropna,0.7,dominant,26,12,1
dropna,0.7,dominant,26,15,1
dropna,0.7,dominant,26,17,1
dropna,0.7,dominant,26,20,1
dropna,0.7,dominant,27,2,1
dropna,0.7,dominant,27,4,1
dropna,0.7,dominant,27,5,2
dropna,0.7,dominant,27,6,2
dropna,0.7,dominant,27,8,1
dropna,0.7,dominant,27,14,1
dropna,0.7,dominant,27,15,2
dropna,0.7,dominant,27,17,2
dropna,0.7,dominant,27,19,1
dropna,0.7,dominant,28,4,1
dropna,0.7,dominant,28,5,1
dropna,0.7,dominant,28,6,5
dropna,0.7,dominant,28,8,1
dropna,0.7,dominant,28,9,1
dropna,0.7,dominant,28,15,1
dropna,0.7,dominant,28,17,1
dropna,0.7,dominant,28,23,1
dropna,0.7,dominant,29,4,2
dropna,0.7,dominant,29,6,5
dropna,0.7,dominant,29,7,1
dropna,0.7,dominant,29,9,1
dropna,0.7,dominant,29,12,1
dropna,0.7,dominant,29,14,1
dropna,0.7,dominant,29,15,1
dropna,0.7,mis,0,2,1
dropna,0.7,mis,0,3,1
dropna,0.7,mis,0,4,1
dropna,0.7,mis,0,5,1
dropna,0.7,mis,0,6,5
dropna,0.7,mis,0,11,1
dropna,0.7,mis,0,15,1
dropna,0.7,mis,0,17,1
dropna,0.7,mis,0,22,1
dropna,0.7,mis,1,4,2
dropna,0.7,mis,1,5,1
dropna,0.7,mis,1,6,5
dropna,0.7,mis,1,15,2
dropna,0.7,mis,1,17,1
dropna,0.7,mis,2,2,1
dropna,0.7,mis,2,4,2
dropna,0.7,mis,2,5,3
dropna,0.7,mis,2,6,3
dropna,0.7,mis,2,8,1
dropna,0.7,mis,2,13,1
dropna,0.7,mis,2,14,1
dropna,0.7,mis,2,15,1
dropna,0.7,mis,2,17,1
dropna,0.7,mis,2,20,1
dropna,0.7,mis,3,2,1
dropna,0.7,mis,3,4,1
dropna,0.7,mis,3,5,2
dropna,0.7,mis,3,6,5
dropna,0.7,mis,3,11,1
dropna,0.7,mis,3,15,1
dropna,0.7,mis,3,17,1
dropna,0.7,mis,3,22,1
dropna,0.7,mis,3,24,1
dropna,0.7,mis,4,2,1
dropna,0.7,mis,4,4,1
dropna,0.7,mis,4,5,1
dropna,0.7,mis,4,6,4
